OverallQual,YearBuilt,YearRemodAdd,MasVnrArea,TotalBsmtSF,1stFlrSF,GrLivArea,FullBath,TotRmsAbvGrd,Fireplaces,GarageYrBlt,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,PoolArea,MSZoning_RM,Utilities_None,Neighborhood_NridgHt,Exterior1st_VinylSd,Exterior2nd_VinylSd,MasVnrType_None,MasVnrType_Stone,ExterQual_Ex,ExterQual_Gd,ExterQual_TA,Foundation_CBlock,Foundation_PConc,BsmtQual_Ex,BsmtQual_Gd,BsmtQual_TA,BsmtFinType1_GLQ,HeatingQC_Ex,HeatingQC_TA,CentralAir_N,CentralAir_Y,Electrical_SBrkr,KitchenQual_Ex,KitchenQual_Gd,KitchenQual_TA,FireplaceQu_Gd,FireplaceQu_NA,GarageType_Attchd,GarageType_Detchd,GarageType_None,GarageFinish_Fin,GarageFinish_None,GarageFinish_Unf,GarageQual_None,GarageQual_TA,GarageCond_None,GarageCond_TA,SaleType_New,SaleCondition_Partial
5.0,17.91442306389907,1.7036778807701987,0.0,606.9254920173026,5.291949067867591,7.470145417759505,1.0,1.8906096468454086,0.0,3.364690190969486,1.0,246.0,0.0,11.345063520113252,0.0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,1,1,0,1,0,1,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0
4.0,17.079428495185795,7.478375877036026,0.0,0.0,5.340074541360701,7.569008002056244,2.0,2.0628639152811306,0.0,5.4032885834280036,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0
6.0,14.416087007702686,6.71403328292008,14.251871048769681,623.0505716032305,5.417174266806231,7.729232470855586,2.0,2.0628639152811306,0.9231399703306172,3.1424057155309244,2.0,440.0,0.0,18.901335007057,0.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0
5.0,16.000988245412618,7.1762903123938395,0.0,757.7365044392485,5.418835875330664,7.732710845256046,1.0,1.8906096468454086,1.750077544682001,3.249421211367644,1.0,308.0,0.0,16.347358025348022,0.0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0
5.0,10.056411556455775,5.300726455919809,0.0,492.71966744081254,5.190917168763503,7.265401585279417,1.0,1.8906096468454086,0.0,2.770427878332608,2.0,504.0,53.66505216156099,0.0,0.0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
5.0,12.472315816960325,5.683738488221649,0.0,544.6011233335253,5.224597163029703,7.333238425324817,1.0,1.8906096468454086,0.0,2.9497311008268894,1.0,308.0,38.24364287205828,0.0,0.0,0,0,0,1,1,1,0,0,0,1,1,0,0,1,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0
5.0,15.780247199372061,7.113263769571267,0.0,655.173207825668,5.3391062544293435,7.567010250343,1.0,2.0628639152811306,0.0,3.2351980253352495,1.0,300.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0
9.0,3.2537194732418078,2.344670531893013,27.565392853726394,959.8037353768614,5.569718810581511,8.053133854519364,2.0,2.0628639152811306,0.9231399703306172,1.6465977202606035,2.0,576.0,46.84945890038405,14.446749405919675,0.0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0
7.0,3.736590948811928,2.6086769538164867,0.0,800.3774911707644,5.492080053343252,8.290492030911894,1.0,2.0628639152811306,0.9231399703306172,1.7755114770992277,2.0,670.0,42.23556762582703,10.234795245170485,0.0,0,0,0,1,1,1,0,0,1,0,0,1,1,0,0,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
8.0,0.862970297600073,0.7671366423300326,0.0,911.9850549792269,5.539309998739315,7.987818874493756,2.0,2.213357917573122,0.0,0.6706638519094889,3.0,826.0,0.0,19.45149841853607,0.0,0,0,0,1,1,1,0,0,1,0,0,1,0,1,0,1,1,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0
6.0,13.220165584394504,4.242871632851591,0.0,572.7072199990256,5.307635903176832,7.8452509138268,2.0,2.347097738465853,0.0,5.403528962962278,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,1
5.0,14.416087007702686,6.71403328292008,0.0,553.5478999099093,5.234767588994569,7.353804659811743,1.0,2.0628639152811306,0.0,3.1424057155309244,1.0,386.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,1,1,0,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,0
6.0,5.445109226157683,3.453862457778375,0.0,468.17491652491475,5.1295097964041165,7.849976830112468,2.0,2.0628639152811306,0.0,2.1427222270030417,2.0,388.0,0.0,13.785894254075242,0.0,0,0,0,1,1,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0,1,1,0,0,1,0,0,0,1,0,1,0,0
6.0,20.8635467901503,7.650167942304172,0.0,479.9298485807637,5.145191474129306,7.592719618259505,1.0,2.0628639152811306,0.9231399703306172,2.6759003398784422,2.0,528.0,32.10925996333494,0.0,0.0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,0
5.0,15.780247199372061,7.113263769571267,0.0,479.9298485807637,5.145191474129306,7.173958988040848,1.0,1.8906096468454086,0.0,3.2351980253352495,2.0,516.0,30.930511953204118,0.0,0.0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0
6.0,12.472315816960325,3.7951459845369215,0.0,572.7072199990256,5.307635903176832,7.8452509138268,2.0,2.0628639152811306,0.9231399703306172,2.8267823923127944,2.0,480.0,0.0,13.492632814824164,0.0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0
5.0,16.866958807356777,7.419603124777975,0.0,242.1270298186685,5.431936904496794,7.760174038477216,1.0,2.0628639152811306,0.9231399703306172,3.205751524189959,2.0,572.0,0.0,11.107710594736925,0.0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0
6.0,12.973598665773014,4.100832566989532,0.0,572.7072199990256,5.307635903176832,7.8452509138268,2.0,2.0628639152811306,0.9231399703306172,2.8787378204365015,2.0,480.0,0.0,7.565236225439719,0.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0
8.0,5.445109226157683,3.266376180638625,28.867706649582033,561.4297405250406,5.251099326227027,8.044497324889548,2.0,2.213357917573122,0.0,2.1427222270030417,2.0,480.0,32.69048343036953,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,1,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0
7.0,1.5655621688339745,1.2921844778739005,0.0,503.35172320755214,5.175226916801033,8.03176026483472,2.0,2.213357917573122,0.0,1.042847167577259,2.0,565.0,0.0,13.293497967580723,0.0,0,0,0,1,1,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0
6.0,12.472315816960325,3.7951459845369215,0.0,572.7072199990256,5.307635903176832,8.658626517459286,3.0,2.5771212840071485,0.9231399703306172,0.0,3.0,641.0,46.20495543707251,0.0,0.0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,1,1
5.0,13.220165584394504,6.349008990072773,0.0,460.6786785506804,5.119283894517108,7.122480407126898,1.0,1.6889021481771878,0.0,3.033800262585845,1.0,352.0,46.84945890038405,0.0,0.0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0
6.0,1.5655621688339745,1.2921844778739005,0.0,659.3060824583191,5.342968526263527,7.5749809431051895,1.0,1.8906096468454086,0.0,0.0,2.0,576.0,0.0,11.107710594736925,0.0,0,0,0,1,1,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,1,1
5.0,23.584129594537785,3.6295740785130737,0.0,324.41364397050444,4.9478051398920595,7.5273586810420285,1.0,2.0628639152811306,0.0,3.518958798617048,1.0,288.0,0.0,0.0,0.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0
8.0,0.862970297600073,0.7671366423300326,18.68914976972552,767.911094295645,5.435962673059358,7.768626605581053,2.0,2.0628639152811306,0.9231399703306172,0.6706638519094889,2.0,484.0,33.64776147882171,10.987149988167193,0.0,0,0,1,1,1,0,1,0,1,0,0,1,0,1,0,1,1,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0
7.0,23.932705381260792,7.869481276440642,0.0,349.8711997477639,5.202385455670866,8.025001083389167,2.0,2.46752773658018,0.0,2.64121277583573,2.0,480.0,6.6521916507547845,4.648149633298267,0.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0
6.0,13.220165584394504,4.242871632851591,0.0,572.7072199990256,5.307635903176832,7.8452509138268,2.0,2.0628639152811306,0.9231399703306172,2.9032625522978357,2.0,480.0,0.0,9.283217185631665,0.0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,1,1,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0
8.0,2.1808007668476153,1.2921844778739005,25.38357770064693,651.554735523983,5.335702845884787,8.454262917456282,2.0,2.46752773658018,0.9231399703306172,1.2982951939764904,3.0,852.0,46.20495543707251,19.787180203722535,0.0,0,0,1,1,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
7.0,14.181538754276579,4.983705692903618,23.353372696257967,1056.1965672679994,5.692841600183511,8.321514163920842,2.0,2.213357917573122,0.9231399703306172,3.125533449636816,2.0,576.0,62.438217168702614,0.0,0.0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0
7.0,2.7382986999434786,2.0471690397635434,18.134692219484947,809.9895954606718,5.47788657353548,7.8570303990707195,2.0,2.213357917573122,0.0,1.491650558898005,2.0,558.0,38.06532679569483,8.228569673210785,0.0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,1,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0
4.0,19.51996624209976,7.869481276440642,0.0,442.95868200684885,5.0943730465936135,7.073206192705724,1.0,1.6889021481771878,0.0,3.451768275412951,1.0,220.0,0.0,0.0,0.0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,1,0,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,0
7.0,17.079428495185795,7.478375877036026,0.0,734.2809890961576,5.408783923602272,8.363017573759624,2.0,2.213357917573122,0.9231399703306172,3.316068433604593,2.0,667.0,0.0,6.844201769958286,0.0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0
6.0,12.72435108443772,3.951880285388268,0.0,572.7072199990256,5.307635903176832,8.329931480938196,2.0,2.347097738465853,1.750077544682001,3.013779045202266,2.0,516.0,62.299656432401115,0.0,0.0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,1,0,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0
4.0,10.339918868033843,0.7671366423300326,0.0,495.37988015456233,5.165178098050943,7.21383601891379,1.0,1.6889021481771878,0.0,2.64121277583573,2.0,360.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0
